WKT,osm:_timestamp,osm:_user,osm:accessibility,osm:addr:city,osm:addr:postcode,osm:addr:street,osm:amenity,osm:barrier,osm:barrier:gate,osm:barrier:security_fence,osm:building:blocks,osm:building:classrooms,osm:building:levels,osm:building:library,osm:building:material,osm:building:roof,osm:condition,osm:contact,osm:contact:,osm:contact:address,osm:contact:email,osm:contact:mobile,osm:contact:person,osm:contact:phone,osm:education:admission_fee,osm:education:board_of_management,osm:education:boarding,osm:education:bom,osm:education:bom_employed,osm:education:bom_how_many,osm:education:committees,osm:education:curriculum,osm:education:exam_affiliate,osm:education:exam_center,osm:education:exam_fee,osm:education:extra_agriculture_club,osm:education:extra_drama,osm:education:extra_music,osm:education:extra_nature_club,osm:education:extra_other,osm:education:extra_scouts,osm:education:extra_scouts/girl_guide,osm:education:extra_scouts:girl_guide,osm:education:extra_sports,osm:education:extra_woodwork,osm:education:fees,osm:education:fees_admission,osm:education:fees_exam,osm:education:fees_level,osm:education:fees_level1,osm:education:fees_level2,osm:education:fees_level3,osm:education:fees_level4,osm:education:fees_level5,osm:education:fees_level6,osm:education:fees_lunch,osm:education:fees_optional,osm:education:fees_other,osm:education:fees_per_term,osm:education:fees_per_year,osm:education:fees_sponsored,osm:education:fees_trip,osm:education:funding,osm:education:gender_type,osm:education:government_grants,osm:education:government_registered,osm:education:government_registered_which_ministry,osm:education:how_many,osm:education:lunch_fee,osm:education:management_committee,osm:education:mean,osm:education:mean_score,osm:education:nemis_code,osm:education:ntsa_approved_teachers,osm:education:num_classes,osm:education:operate_as,osm:education:operator,osm:education:other,osm:education:parents_teachers_association,osm:education:program_counselling,osm:education:program_feeding,osm:education:program_feeding_description,osm:education:program_feeding_description_1,osm:education:program_feeding_description_2,osm:education:program_orphans,osm:education:program_other,osm:education:program_sanitary_towel,osm:education:program_special_needs,osm:education:pta,osm:education:sanitary_towel,osm:education:sanitary_towel_distribution,osm:education:school_head,osm:education:special_needs,osm:education:sponsored_by,osm:education:sports,osm:education:student_female,osm:education:student_male,osm:education:students,osm:education:students_female,osm:education:students_male,osm:education:supported_by,osm:education:teachers,osm:education:teachers_female,osm:education:teachers_male,osm:education:teachers_trained,osm:education:teachers_tsc_registered,osm:education:teachers_under_going_training,osm:education:teachers_undergoing_training,osm:education:teachers_untrained,osm:education:trip_fee,osm:education:tsc_employ,osm:education:tsc_employed,osm:education:tsc_how_many,osm:education:type,osm:education:type_of_vocational_school,osm:education:which_ministry,osm:educations:sponsored_by,osm:electricity:operational_status,osm:government:registered,osm:government:registered_1,osm:government:registered_3,osm:id,osm:image,osm:image:classroom,osm:image:compound,osm:image:outside,osm:image:sign_post,osm:internet_access,osm:is_in:constituency,osm:is_in:estate,osm:is_in:village,osm:is_in:ward,osm:isced:level,osm:laboratory,osm:laboratory:equipment,osm:leisure,osm:level,osm:location,osm:name,osm:name:en,osm:operational_status:electricity,osm:operator,osm:operator:description,osm:operator:funding,osm:operator:name,osm:operator:type,osm:operator_type,osm:place:village,osm:playground,osm:playground:arranged_name,osm:polling_station:accessibility,osm:polling_station:election_year,osm:polling_station:nearest_health_centre,osm:polling_station:nearest_police_station,osm:polling_station:source,osm:polling_station:type,osm:polling_station:type_description,osm:registered_voters,osm:registration_date,osm:registration_year,osm:room:kitchen,osm:room:staff,osm:source,osm:start_date,osm:station:type_description,osm:toilet:arranged_name,osm:toilet:boys_toilet,osm:toilet:girls_toilet,osm:toilet:present,osm:toilet:teachers,osm:toilets,osm:toilets:female,osm:toilets:handwashing,osm:toilets:male,osm:toilets:teachers,osm:type,osm:waste:garbage_disposal,osm:water:hand_wash_facility,osm:water:source,osm:water:source_of_water,osm:water_source,osm:wikidata
"MULTIPOINT ((36.856182 -1.262833))",2020/11/24,muindre,big_vehicles,,,,school,,,,,,"0",,cement_block,ironsheets,dilapidated,,,P O Box 8097-00200 Nairobi,anawezaeducationcentre@yahoo.com,,,"0722228199",,,,,,,,8_4_4,,,,,yes,yes,,,yes,,,yes,,"3600",,,,,,,,,,,,,,,,,,mixed,,mgcsd,,,,yes,,,,,,,,,,yes,,,,,,,yes,,yes,,,Vincent Okumu,,,,,,"45","20","25",,"3","1","2","2",,,,,,,"0",,primary,,,,never,,,,node/1110227334,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1590396420628.jpg,,,,,,,,,,,,,,,mathare,Anaweza Education Centre,,,,Vincent Okumu,China,,cbo,,Mathare 4B,,,,,,,,,,,,,,,,,,,,,outside_public,,,,,,,,,,,,,
"MULTIPOINT ((36.845452 -1.264282))",2011/01/19,hassanow,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node/1110239838,,,,,,,,,,,,,,,,mathare,Harvest mission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.843436 -1.265806))",2019/05/20,fondolucy,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,primary,,,,,,,,node/1110239839,,,,,,,,,,,,,,,,mathare,St.Mary Community Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.844932 -1.264557))",2021/11/18,muindre,"big_vehicles,small_cars,foot",,,,school,,,,"1","8","3",,"concrete,cement_block",concrete,fair,,,68500-00622,lcmathare@yahoo.com,,,"0724293289",,,,,yes,"11",,"8_4_4,2_6_3_3_3",,,,,no,no,,,no,,,yes,,yes,"500","150",,,"4500","6000",,,,"0",,,,"6000",,"1500",,mixed,no,in_the_process,apbet,,,yes,,,yes,,"11",day_school,,,,yes,no,,,,yes,,yes,no,no,,,Abraham Sitati Wamalwa,,,,,,"88","47","41",other,"11","8","3","5","1","4",,"3",,,yes,"1",primary,,,,sometimes,,,,node/1110239853,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1590412163368.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627892688195.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627892044469.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627892724109.jpg,,,,,,,,,,,,mathare,Loving Concern Education Centre,,,,Loving Concern Mission Centre,,,private,,,outside_public_arranged,Sometimes St Teresa's Girls or Pequenino,,,,,,,,,,,,,,,,,,,yes,"2",,"3",yes,"3",,,,,tap,,,
"MULTIPOINT ((36.845067 -1.265741))",2019/05/20,fondolucy,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_primary,,,,,,,,node/1110239854,,,,,,,,,,,,,,,,mathare,Funzo junior school.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.84516 -1.265302))",2011/01/19,hassanow,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node/1110239856,,,,,,,,,,,,,,,,mathare,St Antonieta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.844247 -1.264126))",2019/05/20,fondolucy,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,primary,,,,,,,,node/1110239860,,,,,,,,,,,,,,,,mathare,St. Phillips School,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.846001 -1.265701))",2019/05/20,fondolucy,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,primary,,,,,,,,node/1110239861,,,,,,,,,,,,,,,,mathare,ST .paul primary school,,,,,,,community,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.845133 -1.263956))",2019/05/08,muindre,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_primary,,,,,,,,node/1110239866,,,,,,,,,,,,,,,,mathare,Edie nursery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.84963 -1.262749))",2021/11/24,muindre,,,,,school,,,,,,,,,,fair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,day_care,,,,,,,,node/1110245197,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1590403137319.jpg,,,,,,,,,,,,,,,mathare,St Ann Baby care,,,,,Saint Ann,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.875516 -1.256899))",2019/05/09,muindre,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vocational,,,,,,,,node/1111566336,,,,,,,,,,,,,,,,mathare,Liance Driving School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.876298 -1.256726))",2021/11/24,muindre,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node/1111566381,,,,,,,,,,,,,,,,mathare,Soldier OF FAITH Educational Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.87536 -1.254816))",2011/01/20,hassanow,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node/1111566433,,,,,,,,,,,,,,,,mathare,THAYU YOUTH CENTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.873656 -1.249359))",2019/08/28,muindre,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,secondary,,,,,,,,node/1111586829,,,,,,,,,,,,,,,,mathare,Proposed Ruaraka Girls High School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.877383 -1.249742))",2011/01/20,PrimusK,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node/1111586831,,,,,,,,,,,,,,,,mathare,St Samuel Orphans School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.871295 -1.251765))",2011/01/20,PrimusK,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node/1111586880,,,,,,,,,,,,,,,,mathare,Precious Kids Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.876641 -1.250292))",2019/08/28,muindre,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,secondary,,,,,,,,node/1111586949,,,,,,,,,,,,,,,,mathare,Alfa Riviera Secondary School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.875359 -1.249664))",2011/01/20,PrimusK,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node/1111587105,,,,,,,,,,,,,,,,mathare,Mathare North Manonite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.876713 -1.249337))",2011/01/20,PrimusK,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node/1111587134,,,,,,,,,,,,,,,,mathare,Light House Grace Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.862216 -1.262915))",2019/05/08,muindre,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_primary,,,,,,,,node/1112885024,,,,,,,,,,,,,,,,mathare,Thayu kindergaten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.867704 -1.257951))",2011/01/27,PrimusK,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node/1123193310,,,,,,,,,,,,,,,,mathare,Ushindi Educational Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.867415 -1.2578))",2021/10/08,muindre,"foot,small_cars,big_vehicles",,,,school,,,,"1","9","0",,"iron_sheet,wood",iron_sheet,,,,68526-00100 Nairobi,,,,"0711661720",,,,,,,,"8_4_4,2_6_3_3_3",P. A. G Ngei,no,,,yes,yes,,,yes,,,yes,,yes,"200","100",,,"3000","3000",,,,"0",,,,"9000",,"0",,mixed,yes,apbet,,,,yes,,"250",yes,,"8",day_school,,,,yes,no,,,,yes,,yes,no,yes,,,Sally J. Korir,,,,,,"75","40","35",,"4","4","4","0","3","4",,"0",,,,,primary,,,,always,,,,node/1123193326,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627375323159.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627375362079.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627375346984.jpg,,,,,,,,,,,,mathare,St Rosa Education Centre,,,,individual,,,individual,,,no,,,,,,,,,,,,,,,,,,,,yes,"1",,"1",yes,"1",,,,,,,tap,
"MULTIPOINT ((36.867927 -1.258487))",2021/10/16,mueschel,foot,,,,school,,,,"1","5","0",,concrete,iron_sheet,,,,10790-00400,poweroffaith@yahoo.com,,,"0723446113",,,,,,,,2_6_3_3_3,,,,,no,no,,,no,,,no,,yes,"500","100",,,"2500","2500",,,,"900",,,,"7500",,"0",,mixed,no,moe,,,,yes,,,yes,,"5",day_school,,,,no,yes,school_fees,,,no,,no,no,yes,,,Fridah mwende,,,,,,"14","7","7",,"4","2","2","1","1","1",,"2",,,,,primary,,,,always,,,,node/1123193327,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627467102295.jpg,,,,,,,,,,,,,,mathare,Power Of Faith Education Centre,,,,individual,,,individual,,,no,,,,,,,,,,,,,,,,,,,,,"1",yes,"2",yes,"1",,,,,,,water_tank,
"MULTIPOINT ((36.873549 -1.257225))",2011/01/27,hassanow,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node/1123201081,,,,,,,,,,,,,,,,mathare,REMNANT JUNIOR ACADEMY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.868815 -1.258241))",2019/05/09,muindre,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,primary,,,,,,,,node/1123201092,,,,,,,,,,,,,,,,mathare,Urban View Primary School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.871835 -1.258326))",2011/01/27,hassanow,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node/1123201101,,,,,,,,,,,,,,,,mathare,M.F.H.C Huruma Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.869774 -1.257795))",2011/01/27,hassanow,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node/1123201110,,,,,,,,,,,,,,,,mathare,Winners educational centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.869475 -1.259117))",2021/10/16,mueschel,"foot,big_vehicles,small_cars",,,,school,,,,"3","5","0",,"concrete,cement_block,mud",iron_sheet,,"0723256123",,13146-00200,st.anndaycare @gmail.com,,,"0723256123",,,,,,,,"8_4_4,2_6_3_3_3",No,no,,,yes,yes,,,yes,,,yes,,yes,"500","0",,"10200",,,,,,"0",,,,"10200",,"0",,mixed,no,mgcsd,,,,yes,,"0",no,,"5",day_school,,,,yes,no,,,,no,,no,no,yes,,,Annah Mutungi,,,,,,"139","74","65",other,"5","5","0","4","0","1",,"0",,,,,pre_primary,,,,always,,,,node/1123201114,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627460358125.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627460398321.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1627460436432.jpg,,,,,,,,,,,,mathare,St.Ann Day Care Nursery,,,,St.Ann Day Care Nursery,,,cbo,,,outside_public_arranged,Huruma grounds,,,,,,,,,,,,,,,,,,,,"2",yes,"1",yes,"1",,,,,,,tap,
"MULTIPOINT ((36.87265 -1.256867))",2011/01/27,hassanow,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node/1123201151,,,,,,,,,,,,,,,,mathare,Josam Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.87047 -1.258272))",2019/08/28,muindre,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,primary,,,,,,,,node/1123201169,,,,,,,,,,,,,,,,mathare,Genesis Immaculate Primary School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.870425 -1.258172))",2019/08/23,muindre,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,secondary,,,,,,,,node/1123201207,,,,,,,,,,,,,,,,mathare,Genesis Immaculate Secondary School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.877709 -1.253709))",2019/05/10,muindre,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pre_primary,,,,,,,,node/1123209300,,,,,,,,,,,,,,,,mathare,Sunflower Nursery School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.865878 -1.258423))",2019/05/08,muindre,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,primary,,,,,,,,node/1124602205,,,,,,,,,,,,,,,,mathare,Eastland Complex Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.864706 -1.259121))",2021/11/24,muindre,"small_cars,big_vehicles,foot",,,,school,,,,"4","4","0",,cement_block,iron_sheet,,,,58949-00200,alloyseoyoma2@gmail.com,,,"0728334168",,,,,no,"0",,"8_4_4,2_6_3_3_3",none,yes,,,yes,yes,,athletics,yes,,,yes,,yes,"1000","600",,,"9000","9000",,,,"0",,,,"9000",,"0",,mixed,no,in_the_process,,,,yes,,"0",yes,,"12",day_school,,,,yes,no,,,,yes,none,yes,yes,yes,,,Alloyse Odhiambo Oyoma,,,,,,"98","48","50",,"8","5","3","8","0",,"0","0",,,no,"0",primary,,,,always,,,,node/1124602272,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1626426482922.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1626426405129.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1626426367512.jpg,,,,,,,,,,,,mathare,Pilot Educational Day Care Centre,,,,county_government,,,private_not_for_profit,,,outside_public_arranged,community,,,,,,,,,,,,,,,,,,,yes,"2",,"2",yes,"2",,,,,,,water_tank,
"MULTIPOINT ((36.862886 -1.260479))",2021/10/15,fondolucy,"small_cars,big_vehicles,foot",,,,school,,,,"1","1","0",,iron_sheet,iron_sheet,,,,"P O Box 7965-00200, Nairobi",pass-passke@yahoo.com,,,"0726919553",,,,,,,,"2_6_3_3_3,8_4_4",,,,,no,no,,,no,,,yes,,yes,"300","600",,,"4500","0",,,,"0",,,,"4500",,"0",,mixed,yes,apbet,,,,yes,,,yes,,"4",day_school,,,,yes,no,,,,yes,,no,yes,yes,,,Cleopas Adel,,,,,,"28","16","12",corporate_companies,"4","4","0","3","0","1",,"0",,,,,primary,,,,sometimes,,,,node/1235786842,,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1626340160184.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1626340183049.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1626340206427.jpg,,,,,,,,,,playground,,mathare,Kingdom Living Now School,,,,individual,,,private,,,,,,,,,,,,,,,,,,,,,,,yes,"1",,"1",yes,"1",,,,,,,tap,
"MULTIPOINT ((36.863218 -1.259055))",2019/05/07,muindre,foot,,,,school,,,,,,"0",,wood,ironsheets,,,,,lindahmu@gmail.com,,,"0701000250",,,no,,,,,8_4_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mixed,,mgcsd,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,"0","0","0",,"0","0","0","0",,,,,,,"0",,pre_primary,,,,always,,,,node/1244198595,,,,,,,,,,,,,,,"0",mathare,Maranatha Academy,,,,,,Maranatha Pioneer,religious,,Mabatini,,,,,,,,,,,,,,,,,,,,,outside_public,,,,,,,,,,,,,
"MULTIPOINT ((36.873832 -1.256223))",2021/03/01,lizzyd710,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node/2105394325,,,,,,,Ruaraka,Mathare north,Mathare north,Mathare north,,,,,,mathare,Mathare north primary school,,always,,,,,,,,,,"motor_bikes,big cars,tractors","2013",mathare north health center,huruma police station,map_kibera_trust,,public_school,,,,,,,,,,,,,,,,,,,,,,,,,
"MULTIPOINT ((36.846499 -1.264897))",2021/10/07,fondolucy,"small_cars,big_vehicles,foot",,,,school,gate,,yes,"3","12","1",yes,"cement_block,concrete",concrete,good,,,"P O Box 71417_00622, Nairobi",st.teresasgirlssecondary@yahoo.com,,,"0202402094",,,,,yes,"1",,8_4_4,,yes,,yes,yes,yes,,St John's ambulance provide first Aid training,yes,,,yes,yes,yes,"0","0",,,,,"25000",,,"0",,School has a vote head of boarding equipment and supplies which carters for all,"53000","35000",,"0",,girls,yes,moe,,,,yes,,,yes,,"12",boarding_school,,,,yes,yes,school_fees,,,yes,,no,no,yes,,,Mary Karanja,,loreto_sisters,,,,"513","513","0","cdf,local_ngos,cbos,donors,foundations","28",,"9","28","28","0",,"0",,,yes,"28",secondary,,,,always,government registered,,,node/2105460696,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1590477157386.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1626252102514.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1626252176139.jpg,https://kc.humanitarianresponse.info/attachment/original?media_file=mapkibera/attachments/1626252479863.jpg,,yes,Mathare,Mlango kubwa,Mlango kubwa,Mlango kubwa,,"science,computer",yes,playground,,mathare,St Teresa's Girls secondary school,,always,,County Government of Nairobi,Catholic Church,,government,,,,,big_cars,"2013",Depot police camp,Blue house,map_kibera_trust,,public_school,"12,300",,,yes,yes,,"1952",,,,,yes,"10",,"15",yes,"0","2",,never,,,,water_tank,
"MULTIPOINT ((36.861983 -1.261642))",2019/08/28,muindre,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vocational,,,,,,,,node/2374943971,,,,,,,,,,,,,,,,mathare,Muungano Adult Education Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
